ig_review	sentiment
Isiokwu dịgasị na Swallow ga-eme mmadụ kwa akwa - ụbịam, nwakpo mmekọahụ, ibụ ọgwụ ọjọọ, usoro nrụrụaka – mana egosipụtaghị agwa nọ na ya nke ọma. 	negative
Ọ bụ ezie na isi emereme ya dọrọ mmasị, Farming bụ ihe nkiri sibigara ike oke nke a weturu ka akụkọ ya kwesịrị dị.	negative
Akụkọ ya na ihe omimi dị na ya enweghi isi	negative
Enweghi otu onye n’ime anyị akparịghị ihe nkiri a mgbe anyị na-apụ. Ma ndị na-arụ na sịnịma akwụghị ụgwọ ilere ya na-ama sọ ọsị. Ọjọka	negative
O siri ike. O meghi ka ahụ ruo ndị na-ekiri ya ala. Farming bụ ihe nkiri na-echetara anyị ụgwọ so mmadụ ịkpọ onwe ya asị	negative
Ụzọ jọgburu onwe ya ibido afọ, ‘Akpe’ abaghị uru.	negative
Inwereike ị agaghị akpọ onwe gị asị ma ilerechaa ‘SuperStar’ mana ị ga-ahapụ ebe ahụ ghara inwe mmetụta ọbụla.	negative
Ọ gaghị adịrị ndị mere ihe nkiri a na ndị orụ mepụtara ya ma m hapụ nke a. Ọ gaghị adị mma chacha	negative
Knock Out Blessing’ bụ ihe nkiri na-eto naanị ndị mepụtara ya karịa ime ka ọtọ ndị nkiri Naịjịrịa ụtọ.	negative
Ihe nkiri Akinnuoye-Agbaje akọwapụtaghị nke ọma onye Eni bụ.	negative
Eji nkeji iri ise gbasaa ozi maka ebe ezumike dị na Legọọsị. Ego alaa n’ihi. Akwadoghi m ya	negative
Ihe ihere n’ezie. ‘The Island’ bụ itufu ezigbo nka	negative
M sị gị na ihe nkiri a amaka, asị ka m na-atụrụ gị	negative
Ọ bịara azụ oge. Isi nsogbu ‘Funke’ bụ na ọ na-agwụ ike. Ọ tọghị ụtọ	negative
Akwadoghi m ya! Ọ kpọrọ nkụ na-agwụ ike,	negative
Ihe a bụ ihe nkiri ekwesịghị ịba sịnịma	negative
Mmepụta ya amaka. Ngosipụta ya dị mma. Emereme ya ajọghị oke njọ. Nsogbu ya bụ etinyeghi ike na akụkọ ya. Ọmụmaatụ ga-enye aka:	negative
Ọtụtụ iwu nwa afọ isi nọ n’ihe nkiri a dara apụghị ịgụta ọnụ	negative
E mere ya maka ndị nọ afọ iri na anọ. . Emereme ya dịka akụkọ Disney. O nweghi isi	negative
Enwere ụfọdụ mmetụta na-atọ ọchị na ya na oge adịmike, mana ọ sara mbara. Ihe mmepụta ya dịka ihe nkiri onyonyo ehihe.	negative
Agbataetiti…Usoro akụkọ ya etoghi ogologo nakwa e nwere ike ịkọta ihe ga-eme na ya.	negative
Ebe dị mma n’ihe nkiri a adịghị ọtụtụ. Ekwesighị ime ka akwọ nnukwu ụgwọ ilere ya.	negative
emereme dị n’etiti Joseph na nwunye ya dị ire. N’uche nke m, ihe a abụghị ihe nkiri kama ọ bụ akukọ ebukọrọ ọnụ dee n’akwụkwọ...	negative
Ndị na-ekiri ya mara ọsị	negative
Onweghi onye kwesịrị ikiri ihe nkiri nzuzu a	negative
ihe na-atụ ụrụ, ọ bụchaghị akụkọ, egwu ya na-atọ ọchị	negative
ADR jọrọ njọ, juputara na emereme adịghị mma ----Nrọ ọjọọ	negative
O mebighi otu mgbe. Onweghi akụkọ dị na ya pụrụ ime ka o too ogologo ka Bollywood	negative
Ọ dị egwu ma dịkwa ala. Na-agwụ ike ma juputa na ihe nzuzu!	negative
Ihe nkiri izizi nwere ntụpọ mana o nwere olileanya	negative
Maka ihe nkiri a amaama #KOB enweghi m ike ikwu na ọ dị mma mọọbụ na ọ ka njọ karịa ihe ndị a na-ahụ na Nollywood	negative
Made in Heaven' bụ ihe nkiri enweghi isi. O nweghi isi. Ọ ga-akpasu gị inwe nke bụ na ịgaghị ama mgbe iji chịwa ọchị. Ike ga-agwụ gị ikiri ya. Otu ntabị anya ị ga-ahụ onwe gị ka I na-enwe mmetụta ka a ga-asị na ya bụ ihe nkiri iberibe na-atọ gị ụtọ. Ihe nkiri iberibe. O juputara na nzuzu!	negative
Ihe nkiri kpụrụ akpụ, emereme dị ukwuu nwere obere ihe ntọ ọchị mana ngwụcha ya jọgburu onwe ya na njọ	negative
.Zere ị sụ onwe gị mma site n’ịkwụ ụgwọ ihe nkiri a bụ ‘Dagger’.... Akwadoghi m ya	negative
Nke a bụ ọmụmaatụ ihe m kwuru, na itinye ihe ntọ ọchị n’akụkọ anyị na-eme ka akụkọ anyị ghara ịdị etu ọ kwesịrị.	negative
Ọ bụrụ na I lego Chief Daddy: Wee gaa kirie Going for Broke n'ụbọchị afọ ọhụrụ ewepụtara ya na Neflix n’ihi na ị che na ọ ga-aka Chief Daddy mma, mara na o sighi gị n’aka;	negative
Umengwụ na oke ịnọ na nwute	negative
ihe na-atụ ụrụ, ọ bụchaghị akụkọ, egwu ya na-atọ ọchị	negative
Ihe nkiri a adịghị ukwu, ndị agwa nọ na ya mekarịrị ka achọrọ (o sitere n’aka onye nyere ntuziaka?) mana akụkọ ya amaka.	negative
Etinyere ọtụtụ ego n’ihe nkiri a mana mmepụta ya erughi ogo dị elu.	negative
Usoro akụkọ dị mma. Mmepụta ya ajọka.	negative
Akwadoghi m ya.	negative
Akukọ dị ukwuu, emume na-adịghị mma 	negative
Ihe nkiri ewepụtaghị ndị okaibe nọ na ya. O mere ka ha dịka ọ bụ ihe nkiri ụmụaka ka ha na-eme	negative
Akwadoghi m ya	negative
Ihe nkịtị! Ihe jọrọ njọ! Ihe ihere!	negative
Etu esi gosipụta ihe nkiri a chọrọ ime ka m hụ ya n’anya, mana  etu Genevieve Nnaji si dee ya adabachaghị.	negative
Eziokwu, nke a bụ ihe nkiri na-atụ ụjo ka njọ emepụtara...	negative
Ikwu maka emereme ya, akukọ ya , o nweghi nke dịka ya n’ụwa	negative
Etinyere ya dịka ihe nkiri na-atụ ụjo, ‘Bridal Shower’ abụghị ihe nkiri na-atụ ụjọ. Ọ bụ ihe nkiri enweghi isi!	negative
O nweghi uru ọ bara - Nke a bụ ihe ịnapụ mmadụ ego	negative
Ihe ngharịpụ dị egwu	negative
Ọ na-agwụ ikè	negative
Ọ na-adọrọ mmasị mana otozughi oke	negative
Igwe eji mepụta ihe nkiri a mebiri ya, ‘The Perfect Picture' etozughioke	negative
Ọ na-akpụakpụ ma bụrụ ihe apụrụ ịkwawu ihe na-esote emereme nke ọbụla. . Ihe nkiri a nọ na ngalaba juniọ sekọndịrị	negative
mana ụda dị na ya bụ ihe nkiri jọgburu onwe ya na njọ nke mebiri ịdị mma ya	negative
Eleghi m ihe iberibe a. Otuzughi ị na-ata akara nke abụọ, ọ bụ ihe ngosi gbasara ịkpaoke agbụrụ amaghị mee.	negative
Akụkọ dị mma emetaghị	negative
Emereme ya dị njọ, agụgharịrị egwu ya ugboro ugboro, akụkọ ya bụ…..(ọ bụrụ ihe nwereike iji tụnyere ya akara m ide ya ebe a).	negative
Usoro akụkọ ya dị mma, mana akụkụ teknụzụ ya adịghị mma ma ọlị.	negative
Akukọ akpachaghị anya dee ka ọrọ arọ	negative
Onweghi ihe dị mma gbasara ‘That Which Binds Us’. Onweghi ma ọlị.	negative
Mmepụta ihe nkiri a siri ike mana isi ihe eji mepụta ya na-efu	negative
Ọ bụ maka akụkọ gbasara Joseph na Suzy, ihe nkiri a rụtụrụ aka na ihe mere na Febụwarị 13, 1976, ọ bu maka ogbugbu, nke kpatara Olusegan Obasanjo ji banye n’ọchịchị.	negative
Ihe nzuzu! Ndị amaghị ihe ha na-eme. Biko, enyekwana ha naịra gị.	negative
ihe nkiri a bụ ihe nkiri ntọchị ịhụnanya na-akụda mmuọ anyị leregoro.	negative
Ihe nkiri etinyere ọtụtụ ego na ya mana emetaghị ya.	negative
Ọ na-akpụ oke ọkpụkpụ. Ihe ntufu oge.	negative
Enweghi m ike ịkweta na m lere ya awa abụọ	negative
eziokwu, ahụghị m ihe nkiri a n’anya	negative
ONWEGHI USORO DỊ NA YA BỤ AKỤKỌ	negative
Mkparịtaụka emepụtaghị nke ọma, na ngosipụta agha  dịka ihe ụmụaka.	negative
Site na ntuziaka amaghị mee, banye na akụkọ amaghị kọ, emereme edoghi anya, akụkọ edeghị nke ọma, banye na ndezi ihe nkiri dị njọ..	negative
Ihe nkiri a ajọka.	negative
Ewepụ na apụrụ ịka ihe so emereme n’ihe nkiri a, o juputara n’ihe abaghị uru	negative
Akpọrọ m aha e nyere ihe nkiri a asị.	negative
Efunsetan Aniwura' bụ ihe nkiri umengwụ akọghị nke ọma. Ọ naghị adọrọ mmasị.	negative
Iwe na-ewe m	negative
ỤKỌ AKWỤKWỌ MMADO NKE ALA EMEREME IHE NKIRI NOLLYWOOD	negative
EZIOKWU, ONWEGHI ISI	negative
atụrụanya ọtụtụ ihe n’Ihe nkiri a mana mmepụta ya enweghi uru o bara. Iberibe!!	negative
Ha ji smash bro were depụta aha ndị agwa nọ na ihe nkiri a! Nke a ekwesighị...	negative
 Ihe nkiri kpụrụ nnọọ akpụ site na mmalite ya ruo na njedebe ya	negative
Ọ dịka ihe nkiri pụrụ ime ka a chịa oke ọchị mana ihe nkiri ntọ chị a mere ka achịtụ obere ọchị karịa oke ọchị a na-atụanya ma a gaa na sịnịma	negative
Abigiail adịchaghị mma, nwoke ọjọọ ahụ edochaghi anya, ha chọpụtakwara na ọdịghị mma ka ndị ojii ịgaghachi azụ n’oge	negative
Nwaanyị mere isiagwa bụ nnọọ nnukwu ihe ngharịpụ 	negative
Ngwụcha ihe nkiri a bụ ebe tọrọ m ụtọ nnọọ. Ka ọ turu ya.	negative
"Enyere ihe nkiri a akụkọ ọzọ… Ọ bụ ihe ihere nye CNA. Ihere meekwaa ""ihe nkiri"" a."	negative
Ihe nkiri nkeji iri itoolu emereme ya na ndozi ụda ya adịghị mma	negative
aghọtaghị m…Ihe a ọ bụ etu ezigbo ihe nkiri si dị n’Afrịka n’afọ 2012?...Ọbụrụ etu ahụ…ọ maka! Ọ kago mma n’afọ 2021?.	negative
.Knock Out Blessing' bụ ihe nkiri abaghị uru ekwesịghị mmepụta mọọbụ mee ka ọha mara maka ya. Ihe nzuzu!	negative
N'uche m, O toro ezigbo aka 	negative
maka ndị ka na-ebido ime ihe nkiri anataghị Akinropo ntuziaka. Ụda okwu ha ajọka, o nwere ike buru maka boom mics adịghị.	negative
Suga Suga bụ ihe nkiri na-adọrọ mmasị ma n’ikpeazụ o biri na nrida emereme nke ndokorita ya esighi ike	negative
Ihe mgbawa obi, Enitan si na n’ịbụ onye na-achọ mkpụrụ obi ya site ịbụ ọkammụta bụruzie omenka n'ikpeazụ.	negative
Ihe nkiri mbụ m si Naịjịrịa…. Kamgbe ọtụtụ afọ, ahụgo m ederede dị icheiche gbasara etu Naịjịrịa siri bụ ọkaibe na mmeputa ihe nkiri ha. Ya bụ akụkọ masịrị m. Mana ahụghị m ihe nkiri si Naịjịrịa m ga-ekiri ruo mgbe m zutere nke a na Netflix. Ikwu eziokwu, ana m atụ anya ihe amara mee, emekwara nke a ọfụma. Ihe ngosipụta ya gosiri na ndị mepụtara ya tinyere mmụọ ha na ya mana enwere ebe o rigasịrị mperi. Ihe ngosi ya amaghị mma. Ụfọdụ ndị agwa mere ka ụmụaka na ngosipụta agwa ha. Akara m ịgbaghara ihe nkiri a mana nkeji ya toro aka ( nkeji nari iri abụọ na otu) ma na-akpụkwa akpụ. Ihe a bụ akụkọ e kwesịrị ibi nkenke mgbe a na-ede ya maọbụ mgbe a na-ebukọ emereme ya ọnụ. Emereme ya na ngwụcha adọghị mmasị (n’agbanyeghi etu m si nwaa ike m ịkata ihe ga-eme na ya). Ịnọ ala na-ele ihe nkiri toro ogologo na-akpụ akpụ bụ itufu oge. Mana ọ bụrụ na ịnụgo maka sịnịma Naịjịrịa ma nwee mmasị ịhụ otu, agwago m gị nke I nwereike ile.	negative
Ihe ndị mere ka ihe nkiri a ghara ịdị mma gụnyere egbe ụmụaka ha ji, akwa ha yi bụ nke adịgboroja, ngosipụta ihe nkiri ejighi nka mee, mmemme tọrọ aka ekwesịghị egosipụtara nakwa ihe ịtụnanya egosipụtara ejighi amamihe mee.	negative
Ihe nkiri a na-akpụ akpụ na ngosipụta mmetụtaobi gbara elu na ya.	negative
Ihe nkiri a adịghị ukwu, ndị agwa nọ na ya mekarịrị ka achọrọ (o sitere n’aka onye nyere ntuziaka?) Mana akụkọ ya amaka.	negative
Once Upon A Night' bụ akụkọ abaghị uru	negative
Dịka ọ dị, ịpụghị ịghọta ihe maka agwa n’ihi na ekpokọtara ọtụtụ ihe na ya ka ọ dabaa.	negative
Ihe nkiri na-agwụ ike n'adịghị mma ị dị na sịnịma	negative
ọjọka	negative
Anyị kpọrọ ya ihe ntọrị- Ejidere nkije iri ise, a manyere anyị ije obere njem nlegharị anya nke ogige ntụrụndụ. Akwadoghi m ya.	negative
Ọdụm a anaghị adụkpọ. Onwere onye zigara ndị Naịjịrịa akwụkwọ akụkọ Neflix jụrụajụ ka a ga-asị na akwa Super Bowl na-adanapụ ya n’aka?	negative
Akukọ akọrọ n’ụdị mmanye na ngosipụta agwa na-eme ihere - Onwere ike ịdị ka ihe egwu, nke a bụ ihe nkiri adịgboroja ṅomiri ‘Isoken'.	negative
Ihe nkiri enweghi isi. . Ihe iberibe ka ihe nkiri a bụ	negative
Ọ ọjọgburu onwe ya na njọ. Ọ bụ ihe nkiri ka njọ m lere na ndụ m!	negative
Nsote emereme ya adịchaghị njo. Ebumnuche ya dị ka o bụ izugbe mana ọ bụ ihe mwute ịhụ ebe ụfọdụ.	negative
N’agbanyeghi na etu esi gosipụta ihe nkiri a mara mma. Ekwela ka ọ ghọrịa gị. Ọ bụ oke ihe ọjọọ.	negative
Onweghi isi, onweghi ọdụ,akụkọ amaghị dee, ezigbo ihe mkpofu oge na ihe iberibe dị oke ọnụ ahịa. Ihe nkiri a bụ ihe a fụrụ ụfụ nkiri. Akwadoghi m ya	negative
ogo ihe nkiri a kọrọ ụkọ	negative
Ọchị na-atọ m	negative
Mkpebi m: Akwadoghi m ya. ‘Charmed’ anaghị adọrọ mmasị.	negative
Ihe ngharịpụ…. Ụfọdụ ezi ngosipụta nke isiagwa abụọ (King na Amịna) mana agwa nkwado bụ (Maladi) amaghị m na agwa ya ọ bụ ihe egwueregwu mana ọ kwesịrị ị bụ agwa na-egosipụta ihe dị mkpa ọbụghị ihe ọchị	negative
Ihe nzuzu! Akwadoghi m ka onye ọbụla lere ya. Ma ụmụaka ekwesighi ilere ya. Ihe nkiri na-asọ oyi.	negative
N'ezie, ihe nkiri ka njọ m hụgoro	negative
Ihe nkiri emegharịrị jọrọ njọ. . Enyetaghi ntuziaka nke ọma na mbido mgbe Ahanna chetara maka nwoke amụnyere ọkụ.	negative
Ihe nzuzu….Ihe ntufu si NETFLIX. Oo ha!!	negative
O nwere ọtụtụ ntụpọ	negative
Agafere m ihe nkiri a. eleghi m ihe niile dị na ya	negative
ị ga-ata onwe gị ụta ihe mere iji tufuo oge gị ilere ihe nkiri a. 	negative
Ọjọka	negative
Onweghi akụkọ dị ukwu dị na ya.	negative
The Millions' enweghi ihere izuru akụkọ 'Ocean's film series'; anyị anabataghị ya.	negative
Gbarada' bụ ezi ngosipụta Idumota “ihe nkiri Yoruba“ nakwa ihe iberibe niile so akụkọ Nollywood.	negative
Kedụ ihe Genevieve che na o mere? Ihe nkiri ? Nke a ajọka. Ndị dere akụkọ ya bụ adigboroja	negative
ihe nkiri ka njọ emepụtara	negative
Ọjọka	negative
Special Jollof' bụ ihe nkiri tọrọ ụtọ ka anụ tolotolo juru oyi nke si n’aka ndị Nollywood bi mba ofesi. Dịka ọ dịbu; ọ bụ akụkọ enweghi isi na emereme amaghị mee. O nweghi ihe a na-atụ anya ebe. Ọ bu nnọọ mkpofu ego na oge	negative
Apụrụ m iti aka n’obi kwuo na ikwuheri Luna ka mma karịa Chief Daddy 2	negative
aghọtaghị m ugbọelu ole dara na Naịjịrịa, ihe nkiri a wee pụta ụbọchi ise	negative
Ihe nkiri a kara ịka mma ma ọ bụrụ na eji ego kwado ya,	negative
Ihe nkiri a enweghi ezi ntuziaka, naanị ikwu na ibe ndị mere ya bụ ihe nkiri pụrụ ịhụ ya n’anya.	negative
Etinyere oge gị na ya	negative
Ihe nzuzu. . Enweghi m ike ilere ya ruo n’isi. Akwụsịrị m ilere ya ka ọgachara ọkara. Emefula oge gị.	negative
ihe nkiri juru oyi kwesịrị ịdị ike. Mmetụtaobi dị mma na abu ọgagata elu ọ gawa ala.	negative
Dịka esirụtubu aka, etinyeghi uche nke ọma na ya.	negative
The Wait bụ ihe nkiri juputara ndị na-eme ihe nkiri bụ ọkaibe mana ọ maghị mma. Ọ dịka ịghọrọ ọka achabeghi acha.	negative
Ihe nkiri a dị mfe	negative
nke a bụ ihe nkiri dị njọ na-agwụ ike	negative
The Culprit’ bụ ihe nkiri abaghị uru. Ọ bụ nnọọ ihe na-enweghi isi!	negative
Naanị maka agumaakwụkọ ka m ji kirie ya	negative
Ọ na-akpụ akpụ. Ihe mkpofu oge.	negative
Ọ na-agwụ ike	negative
Ihe nkiri a na-enye Nollywood ajọ aha.	negative
I nwetara m ọrịa ndị Nollywood ka m na-elere Rattlesnake	negative
O jupụtara n’ihe ntọ ọchị emebigara oke nke na-amagharị n’etiti emereme emebigara oke na nke amaghị mee.	negative
Mmepụta ya dị ebe niille, nakwa egosipụtaghị agwa nke ọma	negative
Ihe mkpofu oge na ihe	negative
Ị ga-akpọ ya asị	negative
Akụkọ mara mma, MANA ọ bụ ihe ntufu awa abụọ	negative
Mekarịa ka ị si chọọ, ‘Your Excellency’ enweghi uru ọbara, o mezughi  nkwa ọ kwere.	negative
Ihe enweghi isi….Ọkwesịghi dịbụ ihe nkiri. Ume adịghị ndị agwa nọ na ya. Onye dere akụkọ bụ nwa afọ iri na abụọ. Egwu agụru na ya adịghị mma.	negative
Njem maka agha ime alụrụ na Naịjịrịa n’afọ 1960s bụ ihe achọrọ igosipụta n’ihe nkiri a mana ọdighị ka esi tụụ anya.	negative
Ka o sinadị, nke enweghị ụtọ ọ tọrọ, ọ gwụrụ ike, ọ gaghị were were.	negative
Emereme adịghị mma ma ncha, mana ihe nkiri a tọrọ utọ	negative
Mbanụ, Mbanụ! Emereme ya ajọka nnọọ site n’isiagwa	negative
N'agbanyeghị na o nwere ntụpọ, ọ tọrọ ụtọ.	negative
Ihe nkiri nke a dịka ngwakọta ihe gbagwojuru anya na-erughi echiche dabara adaba, nke ewebatara ihunanya na-erughi n’ala obi.	negative
Edemede e ji mee ihe nkiri a agafeghị ihe ndị ụlọakwụkwọ sekondiri na-amụ amụ mepụtara.	negative
Akpọrọ m ihe nkiri a ezigbo asi.	negative
Emereme ya jọgburu onwe, ebe edemede ya ka njọ.	negative
Emereme ya enweghi isi, mkparịta ụka ya bụ nnọọ nkọheri, ka aga asị na a na-echetara ndị omenkiri ihe ha ga-ekwu n'oge ọbụla 	negative
Ihe ọbụla gbasara ihe nkiri a gosiri ihe eweputaghị ego mee.	negative
Nke a bụ igbu oge.	negative
Nke a enweghi isi.	negative
Naanị na obosara Nollywood na-emepụta ihe nkiri ntọ ọchị ka a ga-asị na o nweturu ike inwe isi.	negative
Charmed' adọrọghị mmasị. Mbanụ kedu ihe a ga-akpọ nke a.	negative
Ọ jọka. . Ngosi ya ekweghi agwụ agwụ, ọ dịka o nweghị ebe ọ na-eje.	negative
Maka na ọ bụ egwu nkwa mere ka  ọ JỌGBỤO onwe ya kpam kpam	negative
Na nke a bụ nọọ arọmarọ. Emereme ya enweghi isi ma ncha, ebe akụkọ ya abụghị ihe mmadu ga-ekwenye.	negative
AMỤ ATỌGBUO M.	negative
Nke a bụ ajọ ịwụ n’ala, ‘Levi’ bụ ejije na-enweghi isi	negative
"Ihe nkiri a dị nọọ ịtụnanya n’ihi enweghị ọmịiko onwe, mana ọ na-eme ka ahụmiihe nke ""Farming"" bụrụ nke na-enweghị obi ebere maka ndị na-ekiri ya."	negative
Ekwenyesiri m ike na ọ gaara ịga nke ọma ịbụ ihe nkiri dị mkpirisi dị nkeji iri ruo nkeji iri atọ iji nwalee ya.	negative
ejije na-enweghi ihe ebu n’obi	negative
Ezi ebumnobi mana ebe ndị mere ya amaghị ihe ha na-eme mere na ọ tọghị ndị na-ekiri ya ụtọ.	negative
Ọ dị nọọ ka isi nri hapụ itinye nnu…ihe nkiri a jọrọ ezigbo njọ na oge ọfọdụrụ nkeji ise ka ọ gwụ, i ka na-ajụ onwe gị ihe na-eme.	negative
Ihe ederede ihe nkiri a enweghi isi ma ncha.	negative
Ihe ha mere bụ ịchịkọta ejije ntọ ọchị dị iche iche, eserese ntọ ọchi, na emereme maka obere ihe ndị ntọ ọchi gazugoro ebe niile n’igwe mgbasa ozi ọha nke Naịjịrịa, kpoo ya ihe nkiri nke ha bịa webata na sịnịma. Ọ bụrụ na ịbụ onye ma maka igwe mgbasa ozi ọha, ị ka ahụgo ọtụtụ n’ime ha mbụ. Ọ ga-eme na ha agaghị atọ gị amụ ebe a maka ndị mepụtara ya emeghinwu nke ọma nkọpị ọrụ ndị ọzọ, hapu “Social Media 101” ha nọ n’ala ala ma abịa na ime ihe nkiri, mkparịtaụka gwụrụ nọọ ike na ọkụ eji mee ngosi ya enweghi isi. Site n’isi ruọ na njedebe, o nweghi isi!	negative
"Ihe nkiri a jọrọ njọ. ""Njọ"" ga-abụrịrị okwu ahụ."	negative
Ihe nkiri Naijiria ọzọ e toro nnọọ ezigbo otito mana o nweghi isi…E nweghi m ike ịgwa onye ọbụla ka o kirie ya.	negative
Ọ bụghị na ọ jọrọ njọ otu a - mana ederede ya na ntuziaka enyere na ya adịghị mma	negative
Mmalite ihe nkiri a kudara obi. E nweghi ntọala akụkọ iji kọwaa mbata Laila.	negative
Akọmakọ na-adịghị mma ma ncha, ọ bịa nwee nnukwu ndegharị akụkọ ihe mere eme ka o wee daba n’usoro na nhazi ihe nkiri ahụ.	negative
Ihe iberibe. Na-enweghi isi. Na-abaghị uru.	negative
Ihe nkiri a adighị mma.	negative
Ihe nkiri a sọrọ anya oyi.	negative
ọ kọrọ akụkọ egheghi mmadụ nwere ike ịṅụ iyi na ọ bụ nwata akwukwo praịmarị dere ya ngwangwa maka ngosi ejije Omenala afọ gara aga	negative
Ọ bụrụ na I ji oge kpọrọ ihe, gbaa mbọ ka ịgbanahụ ihe nkiri a n'oge ihe ngosi ọbụla	negative
Ihe nkiri dị mkpa o nwere ike ịdị njọ?	negative
Ọ bụrụ na m bụ ọkammụta nkuzi ihe nkiri chọrọ ịta ụmụakwukwọ m ahụhụ na-enweghi ihe ha ga-eme, n’ezie echeghi m na o nwere ihe ngosi ga-arụ ọrụ a karia nke a.	negative
O tofere ogologo oke, emereme ya dị njọ, o nwere ọtụtụ ihe n’abaghị uru.	negative
Ịkọ akụkọ amanyere amanye na eme ihere, emereme ọjọọ bụ njirimara ihe a na-aghọrị onwe ya n’ihe ọ bụghị.	negative
Kedụ ka ihe nkiri nke nwere ụdị isiokwu a mechara bụrụ ihe na-akpụakpụ, na-agwụ ike?.	negative
nke a bụ akụkọ nke nwere ikike inweta nnyocha dị mma, mana mmepụta ya adịghị mma, nke a mere na a ga-echefu ya ọsịsọ	negative
Ihe nkiri a enweghi ebube ruru nke ihe nkiri “Third Eye” site na afọ iri itoolu gasi nke Pa Olu Jacobs nọ n’ime ya. Erukwala ya nso.	negative
oge ọbụla Nollywood a na-emechu mmadụ ịhụ/oge ọbụla Nollywood a na-emenye mmadụ ihere	negative
Survival of Jelili' bụ ihu nkwukwo nzuzu jupụtara o nweghi ihe gbasara ya dị mma.	negative
Na mmechi ihe nkiri nke mbụ Chief Daddy, mwebata agwa ọhụrụ na ọnọdụ ikpeazụ na-egosi na o nwere ọzọ ga-esonye, mana Chief Daddy 2 bu ihe ọzọ buru ya ọnụ gaa okwa dị ala.	negative
O kwesighi ikwusi ebe o kwusiri, onye dere ya amaghị ihe o na-eme.	negative
Usoro na nhazi ya enweghi isi ma ncha, bịa ju ebe niile	negative
Nke a bụ nnukwu itufu ego na oge	negative
ihe nkiri a enweghi isi ma ncha, ma ụmụaka agaghị enwe mmasị ikiri ya	negative
